Gender,Age,Income,Education,Location,Credit_Score,Loan_Status
Female,45,74880,Master,Urban,805,1
Male,56,36364,Bachelor,Suburban,456,0
Male,51,65349,High School,Urban,450,1
Female,51,67636,Bachelor,Rural,477,0
Female,56,49685,Bachelor,Urban,832,0
Female,40,71134,High School,Rural,411,0
Female,29,87847,Bachelor,Suburban,437,1
Male,47,109762,Master,Suburban,532,0
Female,61,64333,High School,Suburban,631,0
Male,28,118302,Bachelor,Rural,841,1
Male,51,93928,Bachelor,Urban,606,1
Male,28,113231,High School,Rural,460,0
Male,24,71347,Bachelor,Rural,701,0
Male,22,33121,Bachelor,Urban,577,0
Male,57,113793,Master,Urban,619,1
Female,46,50492,High School,Suburban,832,0
Male,58,55491,Master,Urban,796,1
Female,22,44143,High School,Urban,662,0
Male,36,53165,PhD,Suburban,671,1
Male,58,33748,Bachelor,Urban,335,1
Male,34,56553,Master,Urban,602,1
Male,61,90380,High School,Rural,737,1
Male,29,74331,Bachelor,Urban,331,0
Male,26,69560,High School,Rural,485,1
Male,30,83865,PhD,Urban,473,1
Female,22,68632,Bachelor,Urban,549,0
Male,57,105910,Bachelor,Urban,578,1
Female,56,23320,Master,Suburban,301,1
Male,23,96706,Bachelor,Urban,493,0
Female,61,73463,Master,Urban,465,1
Female,44,46572,Bachelor,Urban,409,0
Female,30,37948,Master,Urban,679,1
Male,55,84460,Bachelor,Urban,584,1
Male,35,76418,Bachelor,Urban,720,1
Male,25,56206,High School,Rural,412,0
Female,51,86262,Master,Urban,527,1
Female,52,64678,Bachelor,Suburban,770,0
Female,59,32963,Bachelor,Rural,827,0
Male,32,31161,PhD,Urban,795,1
Female,56,69434,High School,Urban,330,1
Female,29,86617,Master,Rural,461,1
Male,24,119389,PhD,Rural,677,1
Male,35,44758,Master,Urban,745,1
Female,34,85602,Master,Suburban,726,1
Female,53,53332,Bachelor,Urban,803,1
Female,55,89206,High School,Urban,826,1
Male,40,32176,Master,Urban,831,1
Female,59,65717,Bachelor,Suburban,819,0
Male,37,56627,High School,Rural,333,1
Male,23,82550,Master,Suburban,789,1
Male,61,74910,Bachelor,Urban,722,1
Female,38,43104,PhD,Urban,767,1
Female,55,32224,Master,Urban,323,0
Male,63,41984,Master,Suburban,515,1
Male,37,119312,Master,Urban,354,1
Female,59,49299,Master,Urban,325,0
Male,23,113291,Master,Urban,580,1
Female,23,43350,Bachelor,Suburban,626,0
Male,47,30320,High School,Urban,485,1
Male,34,51684,Master,Urban,794,1
Male,52,85913,Master,Urban,311,0
Male,55,118774,Bachelor,Suburban,733,1
Female,60,79840,High School,Suburban,507,1
Male,24,78899,Bachelor,Rural,432,1
Male,29,40770,High School,Urban,638,0
Female,44,40002,PhD,Urban,495,0
Male,35,115962,PhD,Suburban,561,0
Male,48,71777,High School,Urban,581,1
Female,50,69103,Bachelor,Urban,668,1
Female,60,48647,High School,Urban,402,0
Male,60,70130,Master,Suburban,482,1
Female,22,86830,Bachelor,Urban,722,0
Female,38,56833,Bachelor,Rural,308,1
Male,62,32537,Bachelor,Suburban,543,1
Male,51,114762,High School,Urban,692,1
Female,34,70755,Bachelor,Urban,826,0
Female,42,37706,High School,Suburban,336,0
Male,40,33009,Bachelor,Suburban,477,0
Female,40,84994,High School,Suburban,371,1
Female,46,83884,Bachelor,Rural,651,0
Male,43,44209,Master,Urban,448,0
Male,52,78443,Master,Suburban,404,0
Male,38,45029,Master,Urban,520,0
Female,44,61256,PhD,Suburban,673,0
Male,53,109443,High School,Suburban,817,1
Female,31,66118,High School,Rural,559,0
Female,31,48930,Bachelor,Suburban,598,0
Female,57,31801,Master,Suburban,341,0
Male,29,100409,PhD,Urban,791,1
Female,41,36559,High School,Rural,738,0
Male,53,63065,Bachelor,Urban,346,1
Female,35,33288,High School,Rural,384,0
Male,49,64152,Master,Urban,357,1
Male,45,88741,Bachelor,Urban,508,0
Female,36,38051,High School,Suburban,547,0
Male,43,59092,Bachelor,Suburban,510,0
Male,51,47653,Bachelor,Urban,338,0
Female,25,85140,Master,Rural,551,1
Female,34,45251,High School,Rural,712,0
Female,44,70975,Master,Suburban,745,1
Female,29,25147,Bachelor,Urban,351,0
Male,39,117592,Master,Rural,673,1
Male,33,73169,Master,Suburban,825,1
Male,52,78287,High School,Urban,455,1
Male,35,84745,High School,Suburban,841,1
Female,55,60733,Master,Suburban,389,1
Female,39,54808,High School,Suburban,650,1
Male,55,51067,Master,Urban,368,1
Male,32,81033,Master,Urban,462,1
Female,62,21849,Master,Suburban,541,0
Male,33,99345,High School,Urban,794,1
Female,36,87136,Bachelor,Rural,682,0
Male,52,116803,Bachelor,Urban,351,1
Female,50,64565,High School,Urban,362,0
Male,47,116593,Master,Urban,808,1
Female,39,21132,Master,Rural,591,0
Female,53,58259,Bachelor,Urban,390,0
Female,43,83668,Master,Rural,723,1
Female,59,58563,High School,Rural,664,0
Female,38,30931,Bachelor,Rural,449,0
Female,44,70639,PhD,Rural,570,1
Male,45,56270,PhD,Urban,415,1
Female,29,21044,Bachelor,Urban,815,0
Female,62,66691,PhD,Urban,540,1
Male,27,37452,Bachelor,Rural,329,0
Female,26,66694,High School,Rural,442,1
Female,50,21582,High School,Urban,625,0
Female,49,86844,PhD,Urban,315,0
Male,32,61899,High School,Rural,410,1
Male,22,62083,Bachelor,Urban,406,1
Female,64,82224,Bachelor,Suburban,678,1
Female,40,76655,Master,Urban,461,1
Male,30,49053,Bachelor,Suburban,582,0
Female,48,59390,High School,Urban,568,0
Female,55,75856,High School,Urban,783,1
Male,25,119745,Bachelor,Urban,372,1
Female,57,75809,Master,Urban,496,1
Male,39,99517,Bachelor,Urban,542,1
Male,36,51153,Master,Urban,558,0
Male,34,35247,High School,Rural,448,0
Female,40,51629,Master,Urban,689,1
Male,27,50811,Bachelor,Suburban,715,1
Male,33,36135,High School,Urban,725,0
Male,58,35573,Bachelor,Suburban,516,0
Male,38,109267,Master,Rural,385,1
Female,44,26073,Master,Urban,515,0
Male,47,110077,High School,Urban,722,1
Male,50,73646,Master,Urban,619,1
Female,54,37138,High School,Urban,417,0
Male,48,83687,High School,Rural,714,0
Male,46,98312,Bachelor,Rural,339,1
Male,31,57564,Bachelor,Suburban,460,1
Male,44,58835,Master,Rural,836,1
Male,42,91587,Bachelor,Suburban,719,0
Male,42,37697,High School,Suburban,394,0
Male,64,110165,Bachelor,Suburban,741,1
Female,34,48036,High School,Urban,765,0
Male,58,47046,High School,Urban,587,1
Female,54,88681,Bachelor,Urban,711,1
Female,45,47818,Bachelor,Rural,699,0
Male,32,83370,High School,Urban,827,1
Female,38,82532,Bachelor,Urban,317,1
Male,25,35060,High School,Urban,435,0
Female,46,40104,High School,Urban,763,0
Male,51,90519,Bachelor,Rural,547,1
Male,30,101117,High School,Urban,300,1
Male,42,91158,Bachelor,Rural,680,1
Female,41,51416,High School,Suburban,808,1
Male,40,115709,Bachelor,Urban,759,1
Female,40,88045,High School,Rural,804,0
Male,33,88255,High School,Suburban,775,1
Female,58,68270,Bachelor,Urban,331,1
Male,63,86918,PhD,Urban,417,1
Female,38,83644,High School,Urban,483,1
Male,58,109558,Bachelor,Rural,490,1
Male,60,115549,Master,Rural,373,1
Male,49,111422,Bachelor,Urban,402,1
Male,62,55256,Master,Urban,719,1
Female,56,56784,High School,Urban,772,1
Male,39,36638,PhD,Suburban,413,1
Female,35,80646,Bachelor,Urban,678,1
Male,56,63377,Bachelor,Suburban,612,0
Male,62,73116,Master,Urban,629,1
Male,28,66634,Bachelor,Rural,638,1
Male,62,112291,Bachelor,Rural,537,1
Female,34,40541,Master,Rural,472,0
Male,39,86063,Bachelor,Urban,378,1
Male,58,52394,High School,Suburban,763,1
Female,34,49545,Bachelor,Urban,800,1
Female,57,51673,High School,Urban,584,1
Male,52,70222,Master,Rural,522,1
Male,23,43666,PhD,Suburban,565,1
Female,37,43097,Bachelor,Rural,672,0
Male,30,111845,Bachelor,Urban,532,1
Male,30,99590,High School,Rural,535,1
Male,59,96471,High School,Rural,613,1
Female,32,35043,PhD,Suburban,679,0
Female,43,61846,High School,Suburban,719,1
Male,54,93108,Bachelor,Rural,351,0
Male,57,78924,Master,Urban,808,0
Male,44,46709,Master,Suburban,504,1
Female,55,49483,Bachelor,Rural,556,0
Male,30,90824,Bachelor,Suburban,484,1
Male,45,70542,Bachelor,Urban,444,0
Female,29,35733,PhD,Urban,313,0
Male,28,64753,Bachelor,Urban,545,0
Female,57,29247,Bachelor,Rural,486,0
Male,39,51316,High School,Suburban,636,1
Male,24,114698,High School,Urban,558,1
Male,49,45960,Bachelor,Rural,339,0
Female,27,54929,PhD,Rural,717,1
Female,42,51362,Master,Rural,650,1
Female,49,67356,PhD,Urban,308,1
Male,61,94427,Bachelor,Suburban,649,0
Female,22,81954,Master,Urban,383,1
Male,57,103290,Master,Suburban,832,1
Male,42,77014,Bachelor,Urban,657,1
Female,64,64722,Bachelor,Urban,677,0
Male,56,108389,Bachelor,Suburban,471,0
Male,34,80519,Master,Urban,324,1
Male,31,34042,High School,Urban,692,1
Male,31,79052,PhD,Rural,402,1
Male,34,44389,High School,Rural,535,1
Female,58,50337,Master,Rural,709,1
Male,59,80733,Bachelor,Urban,848,1
Female,45,44309,Master,Urban,631,0
Female,23,86344,Bachelor,Urban,831,1
Male,43,115886,PhD,Urban,328,1
Male,38,56681,Bachelor,Suburban,842,1
Male,57,119524,High School,Urban,318,1
Female,35,70281,Bachelor,Urban,447,0
Male,31,54704,High School,Urban,770,1
Female,56,23895,High School,Urban,790,0
Male,46,99639,Bachelor,Rural,582,0
Female,24,62968,Master,Rural,412,1
Male,59,32994,Bachelor,Urban,754,0
Male,38,99280,Bachelor,Urban,629,1
Female,33,34621,Bachelor,Urban,554,0
Female,45,38174,High School,Suburban,698,0
Male,50,35594,PhD,Rural,807,0
Female,64,56674,Bachelor,Urban,765,1
Male,46,77315,PhD,Urban,706,1
Female,57,62498,High School,Rural,397,1
Female,47,87609,High School,Suburban,589,1
Male,59,46626,Master,Suburban,455,0
Male,22,116005,Bachelor,Urban,461,1
Male,41,37130,High School,Urban,396,0
Male,49,36828,High School,Urban,676,0
Female,37,46811,Master,Suburban,749,0
Male,38,82664,Bachelor,Suburban,416,1
Male,61,47883,Bachelor,Urban,805,0
Female,49,22147,Bachelor,Urban,488,0
Female,33,58445,Bachelor,Urban,775,0
Male,48,72932,PhD,Urban,622,1
Male,63,91269,High School,Urban,479,0
Male,51,105986,Bachelor,Rural,480,1
Male,62,115959,Master,Urban,586,1
Female,55,57755,High School,Urban,774,0
Male,58,70745,Bachelor,Rural,561,1
Female,27,29479,Bachelor,Urban,822,0
Male,28,82975,Bachelor,Urban,461,1
Female,53,55694,Bachelor,Urban,786,1
Female,53,29490,Bachelor,Suburban,480,0
Female,46,41252,Bachelor,Suburban,768,0
Male,54,86396,Bachelor,Urban,320,0
Male,28,43331,Bachelor,Rural,574,1
Male,33,93927,High School,Urban,559,0
Female,37,76022,Bachelor,Rural,632,1
Female,37,81991,PhD,Rural,765,1
Female,64,60927,Bachelor,Suburban,415,1
Female,57,69853,Master,Urban,712,0
Female,34,51826,Bachelor,Suburban,836,0
Male,28,84478,Master,Suburban,556,1
Female,57,77265,PhD,Suburban,467,1
Male,30,85734,High School,Rural,832,1
Male,53,58621,Bachelor,Urban,314,1
Male,32,106441,Bachelor,Urban,349,1
Male,29,76121,Bachelor,Urban,603,1
Male,54,111418,High School,Urban,786,0
Female,44,41575,Master,Rural,715,0
Male,46,114577,High School,Rural,604,1
Female,29,30100,Bachelor,Suburban,495,0
Male,43,34837,Bachelor,Urban,687,0
Male,25,113163,High School,Urban,754,1
Male,61,101232,PhD,Suburban,609,1
Male,24,78994,Master,Urban,426,1
Female,50,55790,Bachelor,Urban,474,0
Male,62,42615,Bachelor,Suburban,433,0
Female,50,58506,High School,Suburban,365,1
Male,55,60771,Master,Urban,692,1
Female,55,32305,High School,Suburban,664,0
Female,49,29969,Bachelor,Rural,578,0
Female,34,32404,Master,Suburban,662,1
Male,36,118422,High School,Suburban,470,1
Male,44,90739,Master,Urban,350,0
Male,47,103369,High School,Rural,627,0
Female,25,59462,PhD,Urban,444,0
Male,47,60573,High School,Urban,573,0
Male,61,70874,Bachelor,Suburban,454,1
Female,30,85472,High School,Rural,807,1
Male,26,117460,Master,Rural,662,1
Female,53,54160,Bachelor,Suburban,624,1
Male,41,51199,High School,Suburban,597,0
Male,32,104328,Bachelor,Suburban,793,0
Female,36,34385,Bachelor,Urban,845,0
Male,53,116133,Bachelor,Urban,603,1
Female,49,64247,Master,Urban,766,0
Male,43,45989,Bachelor,Urban,538,0
Male,62,58931,High School,Urban,816,1
Female,38,83248,High School,Rural,475,0
Female,47,54550,Bachelor,Rural,709,1
Female,28,73693,Bachelor,Suburban,663,1
Male,63,109481,Bachelor,Rural,322,0
Female,47,35605,High School,Rural,617,0
Male,46,60133,Bachelor,Urban,824,1
Male,31,57052,PhD,Urban,575,1
Female,40,78466,High School,Urban,528,0
Male,32,70475,Bachelor,Suburban,407,0
Female,34,29493,Master,Urban,475,0
Male,29,87656,Master,Rural,619,1
Male,61,34633,Bachelor,Rural,585,1
Male,25,47304,Bachelor,Urban,628,1
Female,52,69402,Master,Urban,655,1
Female,49,85614,High School,Urban,313,1
Female,32,55891,Bachelor,Urban,574,1
Female,64,59832,High School,Suburban,370,0
Female,22,65836,Bachelor,Rural,494,1
Female,59,33362,Bachelor,Rural,822,0
Male,45,63040,Master,Suburban,405,1
Male,52,90354,High School,Rural,495,1
Male,62,108543,Bachelor,Suburban,444,1
Female,47,84510,Bachelor,Urban,649,0
Female,26,27610,Bachelor,Rural,723,1
Male,41,65932,Master,Urban,770,0
Female,62,78047,Bachelor,Urban,515,0
Female,32,87906,PhD,Urban,392,1
Male,54,44327,Bachelor,Rural,559,1
Female,59,85864,Bachelor,Urban,840,0
Female,48,66451,Master,Urban,584,0
Male,55,57241,High School,Suburban,783,1
Female,36,26794,High School,Suburban,671,0
Male,53,102255,Master,Rural,369,0
Female,42,26749,Bachelor,Suburban,678,0
Female,26,66531,Master,Suburban,578,0
Female,27,40608,PhD,Rural,601,0
Male,59,91861,Bachelor,Urban,554,0
Female,43,76017,Bachelor,Suburban,563,0
Female,39,77676,Bachelor,Rural,723,0
Male,35,86809,Bachelor,Urban,512,0
Female,31,74401,Master,Urban,399,1
Male,34,58369,Master,Urban,411,0
Female,52,52463,Bachelor,Suburban,607,1
Male,51,47576,High School,Urban,774,1
Male,24,59001,Bachelor,Suburban,847,1
Male,51,113384,High School,Suburban,411,1
Female,27,53123,Master,Rural,386,1
Male,50,117535,High School,Rural,482,0
Female,29,82637,Master,Urban,464,1
Male,64,41569,Bachelor,Urban,389,0
Male,54,43029,Master,Urban,754,0
Male,38,52490,Bachelor,Suburban,537,1
Female,32,37397,Bachelor,Urban,833,1
Male,34,35867,Bachelor,Urban,357,0
Female,32,67657,Master,Urban,841,1
Female,52,87560,Bachelor,Suburban,701,0
Female,49,33503,Bachelor,Urban,818,0
Male,27,47027,Bachelor,Suburban,496,0
Male,62,104229,High School,Urban,345,1
Female,37,70390,Bachelor,Rural,829,0
Male,25,80435,PhD,Urban,696,1
Female,56,85054,High School,Rural,373,0
Male,47,93965,Bachelor,Rural,715,1
Female,33,60167,Bachelor,Urban,634,0
Female,32,27961,Bachelor,Rural,595,0
Female,58,46140,High School,Rural,383,0
Male,46,38947,Bachelor,Rural,314,1
Female,39,48561,High School,Suburban,433,0
Male,40,91816,High School,Urban,777,1
Male,44,78785,Master,Rural,618,1
Female,59,57146,Bachelor,Suburban,691,1
Female,39,60297,PhD,Suburban,778,0
Female,47,88607,High School,Suburban,667,1
Female,27,36939,Bachelor,Urban,666,0
Male,25,104286,High School,Suburban,587,1
Male,50,46122,Bachelor,Rural,677,0
Female,55,86576,PhD,Urban,762,1
Male,38,60979,Master,Suburban,312,1
Male,64,116436,High School,Rural,835,1
Male,64,109376,Bachelor,Urban,467,0
Male,37,82774,Bachelor,Urban,569,1
Male,23,35037,High School,Suburban,369,1
Male,55,58633,High School,Urban,617,1
Male,29,54495,PhD,Urban,675,1
Male,34,94550,PhD,Urban,388,1
Female,63,80663,PhD,Urban,556,1
Male,29,66483,Master,Suburban,516,1
Male,51,103373,Bachelor,Urban,749,1
Female,53,55030,Bachelor,Rural,843,1
Male,57,37370,High School,Suburban,440,1
Female,51,25188,High School,Rural,460,0
Female,22,49680,Bachelor,Urban,331,0
Male,64,30692,Master,Suburban,451,1
Male,60,58926,Master,Urban,559,1
Female,38,56445,PhD,Urban,578,0
Female,41,25796,Master,Rural,584,0
Male,45,79593,PhD,Suburban,841,1
Female,43,59131,High School,Suburban,447,0
Male,50,35209,Master,Suburban,366,0
Female,43,28222,Bachelor,Suburban,578,0
Male,30,116597,High School,Suburban,742,0
Female,58,49825,PhD,Suburban,698,1
Female,31,56839,Master,Urban,427,1
Female,57,88322,High School,Urban,636,1
Male,58,54594,High School,Rural,781,1
Male,49,104852,Bachelor,Rural,485,1
Male,49,107713,Bachelor,Urban,468,1
Male,63,106382,PhD,Urban,559,1
Male,64,37933,High School,Urban,806,0
Female,42,37043,High School,Rural,820,0
Male,45,95449,High School,Suburban,770,1
Male,63,97616,High School,Suburban,460,1
Female,61,62616,High School,Suburban,588,0
Female,23,72127,PhD,Suburban,639,0
Female,29,20453,Bachelor,Urban,801,1
Female,48,30976,Bachelor,Urban,405,0
Male,43,80013,High School,Urban,774,0
Male,58,38346,High School,Rural,762,1
Female,48,27957,Master,Urban,782,0
Female,50,24792,Bachelor,Rural,452,0
Male,24,47653,Master,Rural,448,1
Female,34,33237,Bachelor,Urban,487,0
Male,31,56140,Bachelor,Suburban,430,1
Male,57,31184,Bachelor,Rural,751,0
Male,30,64493,Bachelor,Urban,815,0
Female,48,54206,Master,Urban,790,1
Female,55,23543,High School,Rural,775,0
Male,22,52195,Bachelor,Urban,562,0
Female,53,55031,High School,Urban,837,1
Male,46,33956,Bachelor,Rural,758,0
Male,50,46555,PhD,Suburban,835,1
Female,28,77851,Bachelor,Urban,594,0
Female,24,75311,Bachelor,Suburban,734,1
Female,41,85867,PhD,Suburban,574,0
Female,41,77196,Bachelor,Urban,607,0
Female,51,77894,High School,Rural,675,1
Female,56,34591,High School,Urban,457,1
Male,56,111502,Master,Urban,503,1
Male,60,111418,Master,Rural,374,1
Male,48,100211,Bachelor,Rural,679,0
Male,47,71850,Bachelor,Urban,603,0
Female,35,30929,PhD,Suburban,361,0
Male,38,57843,High School,Suburban,407,1
Male,39,92320,Bachelor,Suburban,486,0
Male,50,59793,High School,Urban,528,1
Female,41,54318,Master,Suburban,347,1
Male,48,47857,High School,Urban,567,0
Female,39,48840,Bachelor,Urban,553,0
Male,25,91822,High School,Suburban,386,1
Male,22,114101,Bachelor,Rural,480,1
Female,22,40625,Master,Rural,324,0
Female,47,49187,Bachelor,Urban,687,0
Male,41,74116,Bachelor,Urban,521,0
Female,44,81892,Bachelor,Rural,696,1
Female,31,40539,Bachelor,Urban,810,0
Male,32,58557,Master,Rural,739,1
Female,62,29215,High School,Urban,474,0
Female,62,59385,Master,Suburban,610,0
Female,26,45008,High School,Rural,573,0
Female,22,68928,High School,Rural,334,0
Female,38,44976,Bachelor,Suburban,516,0
Female,43,47626,Bachelor,Rural,707,0
Female,55,79789,Bachelor,Urban,818,0
Female,62,24700,Master,Urban,568,0
Female,50,83645,High School,Rural,774,0
Female,25,27526,High School,Urban,624,0
Female,26,59500,Master,Rural,655,1
Male,32,107606,Master,Urban,389,0
Female,42,79117,High School,Urban,341,1
Female,56,76096,Bachelor,Rural,664,0
Male,33,56478,Bachelor,Suburban,501,1
Female,47,70248,Master,Rural,665,0
Male,40,76418,Master,Suburban,587,1
Male,28,92217,Master,Suburban,780,1
Female,28,61954,Master,Urban,800,0
Male,47,103762,High School,Urban,351,1
Female,61,20595,Master,Suburban,402,0
Female,26,49592,Bachelor,Suburban,660,0
Male,42,66133,High School,Rural,723,0
Male,35,112508,Bachelor,Suburban,504,0
Male,25,106946,PhD,Urban,313,1
Female,44,25972,Master,Urban,769,1
Female,63,35882,High School,Rural,765,1
Female,41,86394,Master,Urban,603,1
Male,36,50470,Master,Urban,726,1
Female,50,45020,High School,Urban,409,0
Male,29,38531,Bachelor,Urban,814,1
Female,62,64912,Master,Rural,367,1
Male,40,117939,Bachelor,Suburban,545,1
Female,60,53798,High School,Suburban,688,0
Male,49,112476,Master,Rural,607,1
Female,48,86983,PhD,Urban,651,1
Male,25,87174,Bachelor,Rural,365,0
Female,36,22850,Master,Urban,759,1
Female,56,48400,Bachelor,Urban,646,0
Male,58,90610,High School,Urban,624,0
Female,22,43535,Bachelor,Suburban,332,0
Female,24,24055,Bachelor,Suburban,367,0
Male,45,102013,Master,Rural,486,0
Male,48,86652,High School,Rural,491,1
Female,61,24532,Bachelor,Urban,512,0
Male,57,112936,Bachelor,Rural,727,1
Female,55,68037,PhD,Rural,650,1
Male,50,97598,High School,Urban,407,1
Female,45,35385,High School,Urban,539,0
Male,45,83473,High School,Suburban,515,1
Female,63,85421,Master,Rural,476,0
Female,25,51225,High School,Suburban,629,1
Female,24,56021,High School,Suburban,749,1
Female,55,23782,High School,Suburban,746,0
Male,44,105242,Master,Urban,836,1
Female,44,62719,High School,Urban,478,0
Male,26,39837,Bachelor,Urban,694,0
Male,52,82151,High School,Urban,444,0
Male,62,66824,Bachelor,Rural,497,0
Male,27,63073,Master,Rural,383,0
Female,58,54840,Bachelor,Rural,384,0
Female,31,51007,PhD,Urban,756,1
Male,61,60063,PhD,Suburban,775,1
Male,28,99453,Bachelor,Urban,552,1
Female,60,77480,Master,Urban,371,1
Male,59,44506,Master,Rural,522,1
Male,42,109854,Master,Suburban,575,1
Male,41,56026,Bachelor,Urban,545,0
Female,24,62942,Bachelor,Urban,640,1
Female,43,36138,Bachelor,Rural,770,0
Male,25,82413,Master,Urban,753,1
Male,49,95066,High School,Urban,306,0
Female,33,75698,High School,Rural,487,0
Female,59,49086,Bachelor,Urban,303,0
Male,57,57281,High School,Urban,424,1
Female,62,23435,Bachelor,Urban,314,0
Male,26,80494,High School,Suburban,824,1
Male,34,48610,Bachelor,Suburban,539,0
Female,44,79635,PhD,Urban,659,0
Male,51,76751,Bachelor,Urban,817,0
Female,58,77557,Master,Urban,619,1
Male,46,85432,High School,Urban,530,1
Male,48,60951,High School,Rural,329,1
Female,35,52826,Master,Rural,833,1
Male,57,108291,Master,Urban,455,1
Female,60,63890,Bachelor,Urban,698,1
Male,37,37235,PhD,Urban,645,0
Male,43,112733,PhD,Urban,494,1
Male,42,92712,PhD,Urban,467,1
Female,42,28314,Bachelor,Rural,676,0
Male,29,97567,High School,Rural,788,1
Female,37,35357,Bachelor,Rural,661,1
Male,52,62230,Bachelor,Urban,781,1
Female,63,59029,High School,Rural,543,1
Male,31,98876,Master,Urban,470,1
Female,53,47499,High School,Urban,812,1
Female,55,66157,Bachelor,Rural,705,0
Female,30,76247,Bachelor,Urban,506,1
Female,38,61034,Master,Rural,453,1
Female,32,20294,Bachelor,Rural,347,0
Female,53,44596,Master,Suburban,300,0
Male,31,115961,Bachelor,Suburban,706,0
Male,43,99806,Master,Urban,406,1
Female,38,58098,PhD,Suburban,472,1
Female,25,24655,Bachelor,Rural,805,0
Female,46,66228,PhD,Rural,429,1
Male,42,69884,High School,Urban,697,1
Male,58,99322,Bachelor,Suburban,593,0
Male,59,51650,High School,Urban,746,1
Female,22,37558,High School,Suburban,315,0
Male,46,68196,Master,Urban,648,0
Male,57,69449,High School,Rural,502,1
Male,38,69661,Bachelor,Urban,433,1
Male,62,59709,Bachelor,Urban,825,1
Female,45,71952,Bachelor,Urban,807,0
Male,23,105179,Bachelor,Urban,365,0
Female,61,47472,Master,Urban,779,0
Male,36,73240,High School,Urban,758,1
Male,53,75760,Bachelor,Rural,641,0
Male,60,51042,Bachelor,Suburban,458,1
Male,27,73894,Bachelor,Rural,460,1
Male,22,36869,Bachelor,Urban,553,0
Male,44,91078,Master,Urban,826,1
Female,60,20769,Bachelor,Urban,848,0
Male,38,74306,Bachelor,Suburban,454,1
Female,55,22972,High School,Suburban,785,0
Female,62,38256,Bachelor,Urban,731,0
Female,50,38653,Master,Urban,326,0
Male,30,113232,High School,Suburban,311,1
Male,34,32962,Bachelor,Suburban,366,0
Male,27,43851,Master,Suburban,841,1
Male,27,75747,Bachelor,Suburban,395,0
Female,41,34706,High School,Urban,514,1
Male,24,100832,Bachelor,Urban,493,1
Male,38,86356,High School,Urban,589,1
Female,33,77572,Master,Urban,843,1
Female,22,83767,High School,Urban,338,0
Female,38,46469,Master,Rural,505,0
Male,24,101138,Bachelor,Urban,783,1
Male,47,113111,Master,Urban,636,1
Male,36,49023,High School,Urban,795,0
Male,57,75349,Bachelor,Urban,548,1
Male,53,111533,Bachelor,Urban,373,1
Male,53,113286,Bachelor,Suburban,672,1
Male,25,71979,Bachelor,Suburban,437,1
Male,39,52837,Master,Urban,756,1
Male,40,44997,PhD,Rural,743,1
Female,64,41323,High School,Urban,652,0
Female,56,86922,High School,Rural,710,1
Female,61,73915,Master,Urban,837,1
Male,35,38876,High School,Urban,752,1
Male,54,90973,PhD,Suburban,718,1
Male,35,32887,Bachelor,Urban,749,1
Female,55,46739,Bachelor,Urban,414,0
Female,25,67708,High School,Urban,350,1
Male,45,81413,High School,Urban,668,1
Female,50,27373,Bachelor,Urban,814,0
Male,40,58756,PhD,Suburban,509,1
Male,27,101576,PhD,Rural,734,1
Female,54,87863,High School,Rural,526,1
Female,61,59220,High School,Urban,567,0
Female,40,27642,High School,Urban,415,0
Female,22,75556,Master,Urban,659,1
Male,26,90758,High School,Urban,628,1
Female,48,58192,High School,Rural,339,0
Male,37,79002,High School,Urban,481,0
Female,27,39558,Bachelor,Suburban,789,0
Male,61,52092,PhD,Urban,508,1
Female,34,24782,Bachelor,Urban,572,0
Male,56,33729,High School,Urban,418,0
Female,40,39462,Bachelor,Urban,681,0
Male,33,115216,Bachelor,Urban,835,0
Female,37,88519,High School,Urban,557,1
Male,64,51398,High School,Urban,782,0
Male,31,64650,Bachelor,Rural,808,1
Male,46,51292,High School,Rural,391,0
Male,41,33159,High School,Urban,460,1
Female,52,80926,Bachelor,Urban,448,1
Male,25,47065,Master,Rural,416,0
Female,44,35089,Bachelor,Suburban,757,0
Male,23,31073,Bachelor,Rural,344,0
Male,43,76511,Bachelor,Urban,533,1
Female,58,25609,Bachelor,Rural,674,0
Female,29,71153,High School,Rural,846,1
Male,28,99876,PhD,Urban,496,1
Female,35,64143,High School,Suburban,324,1
Female,24,42936,Bachelor,Urban,694,0
Male,37,70734,Master,Suburban,335,0
Female,40,33163,Bachelor,Rural,773,0
Female,39,79758,PhD,Rural,522,1
Female,37,66057,Bachelor,Rural,829,1
Male,29,78940,Master,Urban,487,1
Female,54,42419,Master,Rural,701,1
Male,33,106976,PhD,Suburban,556,1
Male,32,44678,PhD,Rural,435,0
Male,26,91075,Master,Suburban,743,0
Male,48,77204,Master,Suburban,717,1
Female,33,29505,Bachelor,Suburban,591,0
Female,38,22105,High School,Rural,428,0
Female,27,88104,Bachelor,Rural,640,0
Male,54,103755,PhD,Urban,556,1
Male,26,53464,Master,Rural,399,1
Male,49,81137,PhD,Urban,338,0
Female,35,84280,Master,Urban,562,1
Male,26,91497,High School,Urban,449,0
Female,54,78703,High School,Suburban,629,0
Female,62,83079,Bachelor,Suburban,419,0
Male,40,114517,High School,Rural,518,1
Female,43,21214,Bachelor,Urban,422,0
Male,26,117980,PhD,Rural,543,1
Female,23,83230,Master,Rural,817,1
Female,51,52980,Bachelor,Urban,320,0
Male,60,59863,High School,Urban,489,1
Male,25,35622,Bachelor,Urban,524,0
Female,54,65807,Bachelor,Rural,765,1
